Season,Name,Team,G,PA,K%,O-Swing%,O-Contact%,Z-Swing%,Z-Contact%,Zone%,F-Strike%,SwStr%,CSW%,Pitches,Swing%,Contact%,GB,FB,LD,Fair/Foul ratio
2012,Brett Lawrie,TOR,125,536,16.00%,31.00%,70.50%,66.90%,90.50%,46.50%,62.10%,7.80%,26.00%,1963,0.477,0.835,206,122,82,
2011,Mitch Moreland,TEX,134,512,18.00%,32.00%,67.10%,69.00%,90.10%,41.40%,55.70%,8.90%,24.50%,1971,0.473,0.81,155,151,67,
2019,Brandon Belt,SFG,156,616,20.60%,26.80%,66.70%,75.00%,86.80%,39.90%,58.30%,9.30%,22.70%,2514,0.46,0.798,112,193,91,
2018,Yonder Alonso,CLE,145,574,21.40%,32.90%,58.70%,75.20%,88.60%,41.20%,57.30%,11.50%,23.60%,2201,0.504,0.771,152,159,86,
2018,Jose Peraza,CIN,157,683,11.00%,35.20%,76.10%,67.50%,95.60%,43.00%,61.90%,6.10%,23.30%,2296,0.491,0.877,199,207,139,
2011,Jayson Werth,WSN,150,649,24.70%,23.40%,72.30%,57.60%,86.60%,45.70%,58.40%,7.00%,29.30%,2833,0.391,0.82,174,163,68,
2014,Ian Kinsler,DET,161,726,10.90%,30.30%,76.60%,65.10%,96.90%,48.70%,64.00%,4.60%,24.00%,2568,0.473,0.902,228,261,119,
2010,Orlando Hudson,MIN,126,559,15.60%,22.40%,74.70%,62.20%,91.10%,48.00%,54.00%,5.60%,23.70%,2128,0.415,0.865,198,126,84,
2013,Todd Frazier,CIN,150,600,20.80%,33.20%,63.40%,70.90%,84.70%,42.10%,60.50%,11.60%,25.90%,2297,0.491,0.764,172,162,74,
2011,Elvis Andrus,TEX,150,665,11.10%,24.70%,77.60%,57.90%,93.50%,47.30%,63.00%,4.70%,25.50%,2489,0.404,0.884,278,105,115,
2018,Joe Mauer,MIN,127,543,15.80%,21.00%,72.30%,51.00%,94.00%,47.60%,60.40%,4.50%,31.10%,2257,0.353,0.872,205,89,108,
2015,Asdrubal Cabrera,TBR,143,551,19.40%,36.80%,71.00%,75.20%,85.00%,43.00%,64.80%,10.90%,23.10%,2067,0.534,0.795,142,173,82,
2019,Alex Gordon,KCR,150,633,15.80%,30.10%,65.50%,72.50%,88.80%,42.10%,59.40%,9.40%,23.50%,2350,0.479,0.804,212,141,106,
2016,Ender Inciarte,ATL,131,578,11.80%,32.80%,83.30%,63.10%,94.90%,43.70%,60.20%,4.40%,21.70%,2094,0.461,0.903,223,121,107,
2016,Didi Gregorius,NYY,153,597,13.70%,40.10%,71.60%,74.80%,90.60%,44.00%,61.80%,9.40%,22.80%,2067,0.554,0.829,192,193,94,
2016,Corey Dickerson,TBR,148,548,24.50%,44.00%,69.60%,76.00%,76.70%,38.90%,62.40%,14.90%,27.70%,2111,0.564,0.733,142,170,66,
2016,Adam Jones,BAL,152,672,17.10%,44.80%,61.10%,82.70%,85.60%,41.50%,63.10%,15.10%,23.00%,2336,0.606,0.751,218,206,84,
2014,James Loney,TBR,155,651,12.30%,30.40%,79.40%,69.20%,93.80%,42.00%,58.80%,5.40%,23.00%,2408,0.467,0.884,223,163,140,
2019,Miguel Cabrera,DET,136,549,19.70%,36.80%,65.90%,68.80%,87.90%,39.80%,62.70%,10.90%,26.00%,2033,0.495,0.781,171,124,95,
2019,Hanser Alberto,BAL,139,550,9.10%,47.60%,78.70%,73.70%,93.60%,41.10%,66.20%,7.90%,20.80%,1762,0.583,0.865,216,150,96,
2016,Nomar Mazara,TEX,145,568,19.70%,33.40%,68.90%,61.30%,90.30%,40.30%,58.10%,8.60%,27.90%,2258,0.447,0.807,201,122,88,
2019,Amed Rosario,NYM,157,655,18.90%,38.10%,64.00%,71.80%,88.20%,40.30%,62.30%,11.60%,27.10%,2408,0.517,0.776,239,145,111,
2010,Ty Wigginton,BAL,154,649,17.90%,25.80%,58.30%,69.20%,88.70%,48.30%,61.60%,9.40%,25.20%,2435,0.468,0.8,224,176,74,
2013,Gerardo Parra,ARI,156,663,15.10%,37.40%,71.60%,65.70%,92.30%,40.50%,65.80%,8.30%,26.10%,2307,0.488,0.829,272,122,98,
2013,Yoenis Cespedes,OAK,135,574,23.90%,35.90%,63.60%,71.80%,80.40%,42.30%,59.90%,13.40%,27.60%,2169,0.511,0.736,149,180,66,
2010,Derek Jeter,NYY,157,739,14.30%,27.60%,69.30%,67.20%,92.80%,47.70%,59.10%,6.70%,22.90%,2698,0.465,0.855,363,102,90,
2017,Hanley Ramirez,BOS,133,553,21.00%,32.60%,60.00%,69.60%,85.80%,41.80%,62.00%,11.70%,26.40%,2084,0.48,0.756,159,141,80,
2012,Daniel Murphy,NYM,156,612,13.40%,32.10%,79.40%,64.70%,94.00%,43.40%,62.30%,5.40%,24.20%,2262,0.463,0.882,250,123,120,
2014,Dustin Pedroia,BOS,135,609,12.30%,26.30%,80.60%,59.80%,92.30%,51.30%,59.10%,4.80%,25.30%,2498,0.435,0.888,233,134,115,
2019,David Fletcher,LAA,154,653,9.80%,25.30%,82.60%,48.70%,96.10%,46.50%,55.60%,3.20%,30.50%,2629,0.362,0.911,233,157,140,
2015,Martin Prado,MIA,129,551,12.30%,26.40%,76.70%,53.20%,95.40%,49.80%,63.30%,4.30%,29.10%,2157,0.397,0.892,206,132,102,
2018,Marwin Gonzalez,HOU,145,552,22.80%,31.90%,65.00%,59.90%,86.30%,41.70%,58.50%,9.90%,28.40%,2216,0.436,0.772,149,128,81,
2017,Nomar Mazara,TEX,148,616,20.60%,32.90%,62.80%,65.40%,85.10%,40.70%,55.00%,11.20%,27.30%,2445,0.461,0.757,200,147,83,
2011,Kosuke Fukudome,- - -,146,603,18.20%,21.60%,71.50%,58.10%,90.10%,45.20%,57.90%,6.00%,28.90%,2584,0.381,0.843,221,125,75,
2016,Brett Gardner,NYY,148,634,16.70%,24.00%,75.70%,54.10%,91.90%,42.50%,52.40%,5.20%,27.90%,2591,0.368,0.858,230,119,91,
2011,Jamey Carroll,LAD,146,510,11.40%,22.60%,85.80%,51.00%,95.80%,48.00%,59.40%,2.70%,28.90%,2181,0.362,0.926,195,104,92,
2010,Ben Zobrist,TBR,151,655,16.30%,24.80%,72.80%,53.40%,91.40%,43.90%,55.30%,5.80%,27.70%,2693,0.374,0.844,193,167,78,
2015,Billy Burns,OAK,125,555,14.60%,37.70%,78.80%,78.80%,89.10%,49.00%,67.90%,8.30%,19.40%,1943,0.579,0.857,217,121,93,
2019,Dansby Swanson,ATL,127,545,22.80%,27.90%,59.20%,70.40%,82.50%,42.20%,56.30%,11.80%,28.10%,2224,0.458,0.743,135,135,94,
2015,Kole Calhoun,LAA,159,686,23.90%,31.80%,54.90%,73.40%,85.50%,41.60%,64.60%,12.80%,26.80%,2557,0.491,0.739,196,166,107,
2015,Evan Gattis,HOU,153,604,19.70%,36.90%,66.80%,70.40%,84.60%,41.40%,60.40%,11.60%,26.50%,2102,0.508,0.77,206,169,77,
2015,Marlon Byrd,- - -,135,544,26.70%,43.90%,55.30%,83.20%,83.00%,42.10%,70.40%,17.20%,26.50%,1979,0.605,0.714,155,133,78,
2019,Victor Robles,WSN,155,617,22.70%,31.90%,63.90%,71.40%,86.90%,43.00%,62.10%,10.60%,25.10%,2285,0.489,0.783,158,144,90,
2014,Yangervis Solarte,- - -,131,535,10.80%,28.60%,79.60%,62.10%,94.90%,43.00%,57.80%,4.70%,24.10%,1993,0.43,0.891,189,146,81,
2016,Addison Russell,CHC,151,598,22.60%,31.50%,60.80%,72.80%,80.60%,45.10%,64.00%,13.10%,26.70%,2336,0.501,0.738,162,148,83,
2018,Max Kepler,MIN,156,611,15.70%,24.90%,66.20%,65.20%,91.70%,43.90%,58.10%,7.10%,24.50%,2351,0.426,0.833,166,203,70,
2010,James Loney,LAD,161,648,14.70%,26.60%,77.00%,63.90%,93.00%,43.70%,55.40%,5.30%,24.90%,2511,0.429,0.874,215,160,122,
2014,Mark Teixeira,NYY,123,508,21.50%,27.60%,65.30%,62.70%,87.90%,41.30%,58.10%,8.70%,27.80%,2087,0.421,0.792,139,125,71,
2016,Eugenio Suarez,CIN,159,627,24.70%,26.60%,60.10%,64.10%,86.40%,44.80%,59.20%,9.80%,29.00%,2594,0.434,0.775,167,156,89,
2011,Adam Lind,TOR,125,542,19.70%,36.30%,67.80%,70.00%,86.60%,41.00%,58.10%,10.60%,25.90%,1916,0.501,0.786,160,153,87,
2016,Cheslor Cuthbert,KCR,128,510,18.80%,31.70%,63.00%,69.50%,86.80%,46.30%,62.70%,10.50%,26.60%,2005,0.492,0.786,181,135,65,
2014,Evan Longoria,TBR,162,700,19.00%,30.60%,63.40%,68.40%,84.70%,45.30%,64.10%,10.70%,27.80%,2522,0.477,0.772,195,203,102,
2014,Garrett Jones,MIA,146,547,21.20%,30.20%,66.60%,71.30%,87.90%,42.40%,58.10%,9.40%,25.10%,2199,0.476,0.801,143,162,75,
2012,Alcides Escobar,KCR,155,648,15.40%,32.10%,72.00%,64.70%,87.30%,48.00%,61.30%,8.60%,26.80%,2423,0.478,0.819,259,115,112,
2014,Chase Headley,- - -,135,531,23.00%,25.80%,63.40%,65.60%,88.70%,42.10%,55.70%,8.60%,26.90%,2144,0.426,0.798,141,111,95,
2010,Howie Kendrick,LAA,158,658,14.30%,30.40%,67.50%,61.00%,90.80%,49.90%,61.20%,7.60%,27.30%,2424,0.456,0.831,275,145,96,
2012,Howie Kendrick,LAA,147,594,19.40%,34.90%,64.00%,66.10%,88.40%,48.50%,65.00%,10.20%,27.90%,2153,0.5,0.796,253,90,89,
2010,Pablo Sandoval,SFG,152,616,13.10%,43.00%,77.10%,78.90%,88.00%,37.50%,61.70%,9.60%,19.40%,2114,0.564,0.828,216,187,83,
2010,Brandon Inge,DET,144,580,23.10%,27.00%,57.30%,67.00%,83.20%,46.80%,58.10%,11.30%,28.40%,2381,0.457,0.751,147,175,65,
2017,Brandon Phillips,- - -,144,604,12.10%,41.80%,68.80%,74.80%,90.20%,43.30%,64.60%,10.60%,23.70%,2108,0.561,0.811,247,141,111,
2017,Yadier Molina,STL,136,543,13.60%,37.80%,77.40%,69.30%,86.00%,46.80%,63.00%,9.10%,23.70%,1998,0.526,0.827,184,163,89,
2011,Cameron Maybin,SDP,137,568,22.00%,30.70%,55.70%,65.90%,83.40%,45.80%,62.30%,12.30%,29.80%,2028,0.468,0.735,212,110,61,
2015,Ben Revere,- - -,152,634,10.10%,28.90%,79.80%,58.40%,96.70%,43.70%,56.60%,4.10%,27.30%,2252,0.418,0.901,286,99,138,
2015,Brandon Phillips,CIN,148,623,10.90%,37.80%,68.10%,74.50%,91.50%,44.80%,62.30%,9.50%,23.10%,2168,0.542,0.825,234,158,130,
2018,Starlin Castro,MIA,154,647,19.20%,30.30%,63.00%,66.60%,88.80%,43.20%,60.40%,9.60%,27.60%,2417,0.46,0.791,242,137,96,
2017,Ben Gamel,SEA,134,550,22.20%,28.40%,66.20%,63.20%,88.30%,46.80%,59.50%,8.60%,27.70%,2188,0.447,0.808,175,130,85,
2011,A.J. Pierzynski,CHW,129,500,6.60%,41.80%,82.90%,72.90%,96.00%,43.60%,57.80%,5.20%,18.60%,1683,0.554,0.904,220,124,91,
2018,Adam Jones,BAL,145,613,15.20%,41.90%,64.10%,73.50%,89.10%,40.80%,65.90%,12.20%,25.40%,2167,0.548,0.778,209,178,100,
2019,Cesar Hernandez,PHI,161,667,15.00%,29.80%,73.80%,65.40%,90.50%,44.20%,61.90%,7.10%,25.80%,2600,0.455,0.844,249,147,116,
2012,Jason Kipnis,CLE,152,672,16.20%,23.70%,70.30%,60.50%,89.40%,46.80%,60.30%,6.70%,27.60%,2645,0.41,0.835,226,145,110,
2013,Russell Martin,PIT,127,506,21.30%,22.40%,64.10%,60.00%,82.70%,44.50%,59.90%,9.00%,28.20%,2027,0.391,0.768,168,108,55,
2019,Colin Moran,PIT,149,503,23.30%,39.00%,64.90%,75.90%,86.90%,39.50%,65.00%,12.20%,25.80%,1808,0.536,0.772,154,113,85,
2011,Kelly Johnson,- - -,147,613,26.60%,30.30%,58.30%,68.00%,79.80%,43.00%,56.40%,13.00%,28.70%,2484,0.465,0.718,148,152,77,
2019,Jean Segura,PHI,144,618,11.80%,37.20%,77.60%,61.00%,94.30%,41.40%,61.50%,6.30%,26.40%,2232,0.47,0.866,262,137,106,
2018,Ian Desmond,COL,160,619,23.60%,31.00%,57.90%,71.30%,81.70%,42.50%,65.40%,13.00%,29.00%,2322,0.481,0.729,256,89,68,
2016,Marcus Semien,OAK,159,621,22.40%,27.30%,64.30%,66.40%,84.60%,46.80%,57.00%,10.00%,27.20%,2586,0.456,0.781,169,184,76,
2010,Garrett Jones,PIT,158,654,18.80%,30.30%,67.10%,71.00%,87.30%,41.20%,55.00%,9.50%,25.20%,2591,0.471,0.797,210,187,80,
2017,Max Kepler,MIN,147,568,20.10%,28.50%,59.90%,60.70%,89.80%,45.00%,56.20%,9.10%,28.60%,2128,0.43,0.789,170,157,70,
2018,Odubel Herrera,PHI,148,597,20.40%,39.60%,59.90%,68.90%,85.80%,41.30%,64.30%,13.40%,28.10%,2319,0.517,0.741,190,158,78,
2016,Brandon Phillips,CIN,141,584,11.60%,41.70%,69.70%,77.20%,90.00%,45.30%,65.80%,10.40%,22.80%,2092,0.578,0.819,225,158,104,
2017,Kole Calhoun,LAA,155,654,20.50%,29.40%,59.00%,72.10%,85.70%,43.10%,59.90%,11.30%,25.10%,2522,0.478,0.763,193,154,93,
2019,Nick Ahmed,ARI,158,625,18.10%,31.00%,64.10%,73.40%,88.50%,43.20%,62.90%,10.00%,26.10%,2357,0.493,0.798,219,144,90,
2014,Dioner Navarro,TOR,139,520,14.60%,32.90%,74.30%,65.70%,92.00%,40.70%,57.70%,7.10%,26.00%,1975,0.463,0.845,164,148,99,
2016,Scooter Gennett,MIL,136,542,21.00%,34.30%,67.40%,73.00%,87.20%,42.00%,61.60%,10.40%,24.20%,2069,0.505,0.794,172,133,80,
2014,Alexei Ramirez,CHW,158,657,12.30%,37.00%,69.20%,67.00%,94.20%,45.00%,65.30%,8.00%,25.30%,2234,0.505,0.841,257,179,107,
2014,Coco Crisp,OAK,126,536,12.30%,20.50%,72.90%,61.60%,93.60%,45.20%,57.30%,4.80%,25.40%,2148,0.391,0.877,156,159,81,
2014,David Freese,LAA,134,511,24.30%,30.40%,64.50%,62.90%,84.80%,45.80%,63.40%,10.20%,29.40%,1984,0.453,0.774,167,88,88,
2014,Eric Hosmer,KCR,131,547,17.00%,36.40%,74.40%,66.70%,90.60%,40.10%,56.50%,8.00%,24.20%,2112,0.486,0.833,212,132,70,
2019,Jackie Bradley Jr.,BOS,147,567,27.30%,30.00%,56.50%,71.50%,76.40%,43.40%,61.40%,14.70%,29.20%,2210,0.48,0.694,169,114,58,
2013,Denard Span,WSN,153,662,11.60%,27.00%,83.20%,62.70%,96.10%,45.50%,62.70%,3.60%,24.00%,2435,0.432,0.917,283,119,120,
2013,A.J. Pierzynski,TEX,134,529,14.40%,49.00%,75.70%,76.70%,90.20%,40.40%,61.20%,10.10%,20.50%,1728,0.602,0.832,184,152,97,
2017,Yolmer Sanchez,CHW,141,534,20.80%,34.70%,66.00%,67.80%,85.00%,45.80%,65.50%,11.00%,28.50%,2004,0.499,0.779,167,127,81,
2017,Jackie Bradley Jr.,BOS,133,541,22.90%,30.00%,60.70%,67.90%,78.70%,45.00%,54.20%,13.00%,29.10%,2033,0.471,0.724,176,117,66,
2016,Starlin Castro,NYY,151,610,19.30%,36.40%,64.80%,69.20%,86.20%,46.60%,63.10%,11.30%,27.40%,2251,0.517,0.782,228,140,96,
2014,Desmond Jennings,TBR,123,542,19.90%,22.80%,63.90%,60.80%,87.70%,48.30%,57.90%,7.90%,28.30%,2160,0.412,0.809,175,122,63,
2019,Willy Adames,TBR,152,584,26.20%,27.50%,57.10%,70.30%,84.50%,45.30%,62.80%,11.40%,28.30%,2338,0.469,0.757,176,114,86,
2010,Chase Headley,SDP,161,674,20.60%,26.60%,61.40%,66.70%,89.20%,43.50%,57.10%,8.80%,26.80%,2654,0.441,0.798,219,171,85,
2017,Miguel Cabrera,DET,130,529,20.80%,32.20%,63.80%,73.50%,86.20%,43.90%,60.70%,11.00%,24.50%,2045,0.503,0.781,144,119,99,
2012,Danny Espinosa,WSN,160,658,28.70%,39.60%,56.90%,70.30%,81.50%,41.20%,64.60%,15.30%,28.20%,2522,0.523,0.706,186,135,75,
2017,Ian Kinsler,DET,139,613,14.00%,27.20%,73.60%,65.50%,92.50%,44.60%,61.20%,6.20%,25.00%,2417,0.443,0.861,153,216,96,
2017,Evan Longoria,TBR,156,677,16.10%,34.90%,71.30%,69.40%,87.40%,43.10%,62.80%,9.50%,24.90%,2492,0.498,0.81,224,190,102,
2017,Jose Reyes,NYM,145,561,14.10%,30.60%,70.70%,62.80%,91.10%,44.70%,61.50%,7.50%,26.90%,2074,0.45,0.834,157,182,83,
2016,Zack Cozart,CIN,121,508,16.50%,28.90%,65.10%,66.40%,91.60%,48.40%,60.40%,7.90%,25.70%,1898,0.47,0.832,151,153,79,
2017,Dee Strange-Gordon,MIA,158,695,13.40%,36.60%,77.90%,67.80%,91.60%,50.00%,65.00%,6.90%,23.50%,2397,0.522,0.868,308,105,122,
2013,Alberto Callaspo,- - -,136,516,9.10%,25.00%,86.40%,62.30%,93.00%,41.70%,55.60%,3.80%,23.10%,1975,0.406,0.906,164,146,101,
2014,Dee Strange-Gordon,LAD,148,650,16.50%,32.50%,79.30%,56.60%,91.90%,49.10%,62.60%,5.70%,28.20%,2459,0.443,0.872,275,88,98,
2017,Chris Davis,BAL,128,524,37.20%,29.80%,47.90%,60.00%,79.00%,43.00%,61.60%,14.30%,33.60%,2118,0.428,0.667,97,105,62,
2011,Jason Bay,NYM,123,509,21.40%,27.30%,66.30%,61.20%,82.50%,44.70%,58.70%,9.80%,28.10%,1976,0.425,0.767,146,136,59,
2016,Chase Utley,LAD,138,565,20.40%,22.20%,63.80%,59.70%,89.80%,47.90%,59.30%,7.10%,29.50%,2224,0.402,0.823,174,133,88,
2018,Jonathan Villar,- - -,141,515,26.80%,30.80%,63.00%,71.20%,77.40%,43.10%,65.60%,13.40%,28.20%,2178,0.482,0.722,179,78,63,
2017,Byron Buxton,MIN,140,511,29.40%,31.10%,51.10%,67.00%,82.10%,47.80%,61.80%,13.70%,29.80%,1991,0.483,0.717,115,113,69,
2016,Denard Span,SFG,143,637,12.40%,26.50%,73.40%,64.60%,94.40%,46.00%,58.70%,5.50%,24.30%,2449,0.44,0.875,256,120,110,
2011,David DeJesus,OAK,131,506,17.00%,23.70%,73.80%,58.50%,91.40%,43.70%,57.90%,5.70%,27.50%,2006,0.389,0.854,150,130,71,
2013,Yunel Escobar,TBR,153,578,12.60%,24.90%,69.60%,68.10%,90.20%,44.60%,55.90%,7.10%,22.80%,2129,0.442,0.838,233,118,85,
2015,Billy Butler,OAK,151,601,16.80%,29.50%,66.40%,63.10%,91.10%,46.20%,62.20%,7.90%,27.30%,2248,0.45,0.824,224,139,78,
2017,Yangervis Solarte,SDP,128,512,11.90%,34.50%,74.40%,72.70%,92.10%,44.40%,63.10%,7.40%,21.60%,1773,0.514,0.855,170,172,67,
2018,Yoan Moncada,CHW,149,650,33.40%,23.30%,49.90%,63.90%,79.80%,43.80%,61.20%,12.20%,31.30%,2679,0.411,0.703,135,145,82,
2016,Maikel Franco,PHI,152,630,16.80%,34.40%,61.40%,74.40%,86.30%,44.10%,61.30%,11.80%,24.90%,2246,0.52,0.771,213,170,96,
2013,Ryan Doumit,MIN,135,538,18.40%,30.90%,62.80%,66.20%,85.80%,41.30%,54.50%,10.60%,27.10%,2118,0.455,0.766,185,129,76,
2015,Marcus Semien,OAK,155,601,22.00%,25.30%,59.20%,63.50%,88.00%,48.30%,58.20%,9.00%,28.60%,2370,0.438,0.794,162,165,98,
2015,Nick Castellanos,DET,154,595,25.50%,34.20%,53.20%,69.80%,83.80%,43.50%,64.40%,13.90%,28.90%,2317,0.497,0.719,146,163,94,
2018,Jeimer Candelario,DET,144,619,25.80%,28.60%,62.30%,61.90%,85.20%,42.40%,55.40%,10.10%,29.00%,2673,0.427,0.763,160,156,68,
2016,Chase Headley,NYY,140,529,22.30%,27.70%,58.90%,66.10%,87.30%,42.40%,59.40%,10.10%,27.00%,2093,0.44,0.77,156,113,84,
2017,Danny Valencia,SEA,130,500,24.40%,29.60%,54.60%,58.90%,82.40%,45.40%,56.00%,12.10%,32.20%,2000,0.429,0.719,161,104,71,
2015,Joe Mauer,MIN,158,666,16.80%,27.10%,74.70%,57.40%,90.20%,45.60%,57.20%,6.20%,28.10%,2715,0.41,0.846,268,97,116,
2014,Billy Butler,KCR,151,603,15.90%,33.30%,69.10%,64.80%,90.50%,45.80%,62.40%,8.40%,26.30%,2143,0.477,0.824,228,131,102,
2018,Jackie Bradley Jr.,BOS,144,535,25.60%,27.80%,57.40%,71.40%,79.10%,43.90%,61.50%,13.20%,28.00%,2168,0.47,0.719,146,123,70,
2013,Mark Reynolds,- - -,135,504,30.60%,29.00%,54.50%,70.10%,74.60%,44.40%,59.90%,15.20%,30.10%,2126,0.473,0.678,115,124,53,
2012,Omar Infante,- - -,149,588,11.10%,32.90%,74.90%,63.00%,92.80%,48.50%,58.50%,6.40%,25.90%,2005,0.475,0.864,199,191,98,
2014,Alejandro De Aza,- - -,142,528,22.50%,30.40%,58.90%,70.00%,89.80%,42.00%,63.40%,10.20%,27.60%,2079,0.47,0.782,146,110,93,
2012,Shane Victorino,- - -,154,666,12.00%,32.90%,77.70%,58.30%,94.30%,40.60%,54.80%,5.70%,25.70%,2456,0.432,0.868,237,184,91,
2015,Kevin Pillar,TOR,159,628,13.50%,40.10%,73.60%,63.00%,90.10%,46.80%,65.10%,8.50%,26.60%,2262,0.508,0.832,204,181,108,
2016,Travis Shaw,BOS,145,530,25.10%,32.70%,65.60%,68.60%,85.30%,42.60%,57.40%,10.70%,26.20%,2131,0.48,0.776,127,156,67,
2010,Carlos Lee,HOU,157,649,9.10%,33.40%,75.60%,68.00%,94.80%,45.30%,60.10%,6.00%,21.60%,2220,0.491,0.877,212,252,86,
2015,Kolten Wong,STL,150,613,15.50%,35.00%,70.40%,73.30%,90.80%,39.60%,56.30%,8.90%,23.00%,2282,0.502,0.822,207,152,104,
2010,Adam Lind,TOR,150,613,23.50%,33.60%,65.70%,69.50%,86.10%,43.20%,58.20%,10.70%,27.30%,2338,0.491,0.782,175,173,80,
2018,Eric Hosmer,SDP,157,677,21.00%,33.10%,58.40%,70.70%,85.70%,40.90%,56.40%,12.30%,26.30%,2571,0.485,0.747,285,93,94,
2017,Manuel Margot,SDP,126,529,20.00%,29.00%,65.00%,63.90%,89.20%,47.30%,64.50%,8.60%,28.00%,2026,0.455,0.811,154,138,88,
2014,Brandon Crawford,SFG,153,564,22.90%,29.00%,55.20%,71.60%,83.50%,43.90%,61.70%,12.30%,27.50%,2150,0.477,0.738,139,154,74,
2017,Orlando Arcia,MIL,153,548,18.20%,38.70%,61.40%,73.70%,85.70%,43.80%,64.10%,13.00%,26.30%,1984,0.54,0.759,210,116,81,
2015,Kevin Kiermaier,TBR,151,535,17.80%,32.80%,70.20%,70.80%,86.70%,47.10%,64.70%,9.60%,24.80%,1954,0.507,0.81,194,119,93,
2017,Jorge Polanco,MIN,133,544,14.30%,26.90%,74.20%,61.00%,92.50%,47.60%,59.60%,5.80%,25.90%,2065,0.431,0.865,155,175,79,
2014,Alex Rios,TEX,131,521,17.90%,30.20%,70.20%,63.20%,91.70%,44.90%,56.60%,7.30%,26.50%,2045,0.45,0.838,173,136,95,
2011,Juan Rivera,- - -,132,521,14.60%,33.30%,74.70%,66.00%,91.80%,42.90%,59.70%,7.10%,23.00%,1865,0.473,0.849,173,141,85,
2019,Eric Hosmer,SDP,160,667,24.40%,35.90%,58.10%,72.80%,84.90%,38.30%,57.90%,13.50%,28.00%,2558,0.5,0.73,257,106,96,
2010,Jhonny Peralta,- - -,148,615,16.70%,30.80%,68.90%,71.40%,86.50%,43.30%,55.60%,9.50%,23.20%,2416,0.484,0.802,157,199,102,
2010,Rajai Davis,OAK,143,561,13.90%,33.50%,72.60%,67.10%,90.80%,47.10%,58.60%,7.70%,23.80%,1919,0.493,0.843,212,164,69,
2013,Trevor Plouffe,MIN,129,522,21.50%,28.60%,67.80%,59.80%,88.70%,46.30%,64.80%,8.00%,30.00%,1926,0.431,0.813,142,135,91,
2012,Carlos Pena,TBR,160,600,30.30%,26.90%,52.60%,67.40%,75.50%,39.90%,57.30%,14.20%,28.80%,2486,0.43,0.669,116,133,63,
2015,Jay Bruce,CIN,157,649,22.30%,31.80%,61.70%,75.20%,87.30%,38.30%,58.90%,11.00%,24.00%,2543,0.484,0.769,164,196,83,
2015,Derek Norris,SDP,147,557,23.50%,26.30%,56.30%,63.70%,89.20%,49.90%,59.10%,9.20%,28.60%,2225,0.45,0.796,160,158,67,
2015,Aramis Ramirez,- - -,137,516,13.20%,36.60%,73.00%,74.70%,90.00%,43.80%,65.50%,8.80%,21.90%,1815,0.533,0.834,157,178,77,
2012,Desmond Jennings,TBR,132,563,21.30%,27.00%,70.40%,59.70%,84.80%,48.50%,61.10%,8.50%,29.10%,2213,0.429,0.801,159,144,76,
2014,David Wright,NYM,134,586,19.30%,26.70%,66.80%,68.30%,89.00%,47.00%,58.00%,8.20%,24.50%,2214,0.463,0.822,170,157,100,
2018,Ender Inciarte,ATL,156,660,13.00%,31.00%,80.40%,71.00%,90.30%,45.30%,63.20%,6.40%,21.90%,2415,0.491,0.869,228,156,121,
2018,Jason Kipnis,CLE,147,601,18.60%,28.30%,66.10%,62.10%,90.10%,42.70%,52.70%,8.10%,27.10%,2437,0.427,0.81,140,186,90,
2016,Jacoby Ellsbury,NYY,148,626,13.40%,27.80%,65.30%,67.30%,93.60%,46.10%,62.60%,7.20%,23.90%,2334,0.46,0.844,218,145,107,
2017,Jordy Mercer,PIT,145,558,15.80%,26.20%,72.20%,59.80%,91.80%,46.50%,55.20%,6.20%,27.10%,2187,0.418,0.852,200,128,86,
2010,Michael Bourn,HOU,141,605,18.00%,23.30%,68.70%,60.90%,87.80%,45.30%,59.00%,7.30%,27.00%,2440,0.403,0.818,241,94,71,
2019,Albert Pujols,LAA,131,545,12.50%,32.90%,73.50%,60.80%,90.50%,41.60%,56.30%,7.50%,27.20%,2085,0.445,0.832,198,167,66,
2013,Leonys Martin,TEX,147,508,20.50%,35.80%,65.80%,62.60%,88.00%,44.00%,62.40%,10.20%,27.90%,1848,0.476,0.786,172,95,71,
2013,Nolan Arenado,COL,133,514,14.00%,41.50%,73.40%,72.30%,88.00%,45.30%,64.20%,10.00%,23.80%,1726,0.555,0.82,177,140,99,
2019,Adam Jones,ARI,137,528,19.10%,41.40%,59.40%,72.90%,86.90%,40.30%,62.10%,13.90%,27.60%,1923,0.541,0.743,166,145,74,
2016,Adonis Garcia,ATL,134,563,16.50%,38.80%,69.30%,70.20%,87.90%,44.60%,62.90%,10.30%,25.30%,1998,0.528,0.803,230,117,92,
2014,Chris Davis,BAL,127,525,33.00%,30.80%,48.90%,70.40%,77.70%,40.40%,62.50%,15.50%,29.70%,2190,0.468,0.663,97,115,69,
2015,Brandon Moss,- - -,145,526,28.10%,32.60%,55.00%,73.20%,82.40%,41.80%,58.00%,13.80%,27.30%,2056,0.496,0.719,105,152,66,
2014,Erick Aybar,LAA,156,641,9.70%,36.80%,80.40%,65.60%,93.90%,43.80%,63.70%,5.80%,22.40%,2136,0.494,0.883,256,145,118,
2018,Trey Mancini,BAL,156,636,24.10%,34.40%,63.50%,70.40%,81.80%,42.10%,61.90%,12.70%,28.30%,2516,0.496,0.744,237,115,82,
